model,year,mileage_km,engine_size_l,fuel_type,transmission,body_condition,color,previous_owners,price_million_toman
Tiba,2013,288500.0,1.5,petrol,automatic,minor_paint,grey,1,141.6
Samand,2018,166100.0,1.8,petrol,manual,accident_repaired,black,5,216.9
Quik,2006,364400.0,1.5,petrol,manual,intact,black,1,131.3
Samand,2006,372300.0,1.8,petrol,manual,,black,4,74.6
Quik,2017,149100000.0,1.5,petrol,manual,major_paint,blue,1,206.8
Peugeot Pars,2015,216700.0,1.8,petrol,automatic,major_paint,white,5,319.2
Tiba,2018,204000.0,1.5,petrol,manual,accident_repaired,grey,1,143.2
Peugeot 206,2011,301500.0,1.4,petrol,automatic,minor_paint, white ,2,228.1
Peugeot Pars,2021,110100.0,1.8,petrol,MANUAL,intact,white,1,598.9
Tiba,2009,304700.0,1.5,petrol,manual,intact, white ,5,102.8
Peugeot 206,2014,191300.0,1.4,petrol_lpg,manual,accident_repaired,blue,3,186.0
Dena,2008,322400.0,1.7,petrol,automatic,intact,grey,3,300.0
Tiba,2006,348800.0,1.5,petrol_lpg,manual,accident_repaired,white,1,63.0
Samand,2005,414100.0,1.8,petrol,automatic,accident_repaired,white,2,89.7
Samand,2014,242700.0,1.8,petrol,manual,minor_paint,white,2,206.6
Rana,2023,62400.0,1.6,petrol_lpg,manual,intact,white,1,571.7
Kia Cerato,2007,345300.0,2.0,petrol_lpg,automatic,minor_paint,black,3,799.7
Toyota Corolla,2017,153000.0,1.8,petrol,automatic,intact,black,4,2139.0
Kia Cerato,2007,333000.0,2.0,petrol,automatic,major_paint,silver,1,968.4
Peugeot Pars,2025,,1.8,petrol_lpg,automatic,intact,black,3,715.0
Quik,2024,74100.0,1.5,petrol,manual,minor_paint,white,1,436.9
Samand,2022,71400.0,1.8,petrol,manual,intact,silver,2,461.2
Hyundai Accent,2019,132600.0,1.6,petrol_lpg,manual,minor_paint,silver,2,1441.7
Toyota Corolla,2005,391100.0,1.8,petrol_lpg,automatic,intact,grey,2,1027.6
Toyota Corolla,2019,148300.0,1.8,petrol,automatic,intact,black,3,2388.3
Tiba,2022,61600.0,1.5,petrol,automatic,intact,blue,4,348.4
Samand,2009,291000.0,1.8,petrol,MANUAL,intact,white,1,192.7
Pride,2014,235300.0,1.3,petrol,manual,intact,white,2,127.6
Hyundai Accent,2006,,1.6,petrol,manual,minor_paint,white,5,573.0
Hyundai Accent,2025,23600.0,1.6,petrol,manual,intact,white,3,2246.9
Shahin,2011,263200.0,1.5,petrol,automatic,intact,black,2,455.6
Toyota Corolla,2022,105700.0,1.8,petrol,manual,accident_repaired,silver,1,1895.4
Tiba,2019,117800.0,1.5,petrol,automatic,minor_paint,silver,4,247.5
Kia Cerato,2026,20800.0,2.0,petrol,manual,major_paint,white,5,1888.6
Peugeot 206,2022,,1.4,petrol_lpg,MANUAL,minor_paint,grey,5,365.0
Peugeot 206,2015,207500.0,1.4,petrol,manual,intact,grey,1,332.5
Samand,2013,254000.0,1.8,petrol_lpg,manual,minor_paint,white,2,209.5
Dena,2020,87100.0,1.7,petrol,MANUAL,major_paint,white,4,541.4
Toyota Corolla,2022,74600.0,1.8,petrol_lpg,manual,intact,grey,3,2258.8
Kia Cerato,2005,372000.0,2.0,petrol_lpg,manual,intact,black,5,673.0
Tiba,2010,306800.0,1.5,petrol,automatic,intact,blue,4,110.0
Hyundai Accent,2023,58600.0,1.6,petrol_lpg,manual,major_paint, blue ,1,1582.6
Shahin,2017,,1.5,petrol,automatic,intact,black,2,575.5
Kia Cerato,2024,61200.0,2.0,petrol,manual,minor_paint,grey,2,2073.0
Peugeot Pars,2006,363900.0,1.8,petrol,automatic,intact,silver,5,183.8
Peugeot Pars,2019,122400.0,1.8,petrol,manual,intact,white,5,431.0
Quik,2020,79700.0,1.5,petrol,manual,,black,1,301.1
Tiba,2025,22100.0,1.5,petrol,manual,minor_paint,grey,4,333.1
Toyota Corolla,2025,9300.0,1.8,petrol_lpg,manual,intact,blue,2,2452.4
Tiba,2007,366400.0,1.5,petrol,manual,intact,white,5,78.8
Pride,2020,162400.0,1.3,petrol,manual,minor_paint,red,2,157.3
Rana,2022,74400.0,1.6,petrol_lpg,manual,minor_paint, white ,2,496.2
Quik,2020,107100.0,1.5,petrol,MANUAL,minor_paint,grey,4,290.7
Peugeot 206,2007,297300.0,1.4,petrol,manual,minor_paint,red,3,160.0
Shahin,2017,173900.0,1.5,petrol,manual,intact,white,1,555.4
Kia Cerato,2013,247400.0,2.0,petrol,manual,intact,white,4,1193.9
Shahin,2026,0.0,1.5,petrol,manual,intact,grey,2,1048.0
Quik,2019,139400.0,1.5,petrol,manual,accident_repaired,black,5,181.9
Samand,2012,271000.0,1.8,petrol_lpg,manual,major_paint,blue,1,171.8
Kia Cerato,2013,231700.0,2.0,petrol,manual,intact,grey,5,1031.0
Hyundai Accent,2016,183000.0,1.6,petrol,manual,intact,red,5,1228.4
Rana,2006,,1.6,petrol,manual,intact,blue,4,161.9
Kia Cerato,2017,202900.0,2.0,petrol,automatic,accident_repaired,silver,2,1121.6
Toyota Corolla,2014,174500.0,1.8,petrol_lpg,automatic,intact, silver ,5,1648.9
Rana,2006,374500.0,1.6,petrol,manual,intact,blue,1,168.1
Dena,2015,187600.0,1.7,petrol,manual,accident_repaired,black,2,308.1
Toyota Corolla,2012,247200.0,1.8,petrol_lpg,automatic,major_paint,silver,4,1171.1
Dena,2020,82300.0,1.7,petrol,AUTOMATIC,intact,silver,2,733.9
Toyota Corolla,2020,133000.0,1.8,petrol,manual,intact,white,1,2167.5
Shahin,2009,315900.0,1.5,petrol,manual,intact,white,1,371.2
Peugeot 206,2015,205000.0,1.4,petrol,automatic,, silver ,1,340.5
Tiba,2010,286900.0,1.5,petrol,automatic,intact,blue,3,117.4
Shahin,2022,53200.0,1.5,petrol,automatic,intact,blue,4,852.0
Dena,2005,378300.0,1.7,petrol_lpg,automatic,minor_paint,grey,3,247.4
Peugeot 206,2006,372500.0,1.4,petrol,manual,minor_paint,white,3,149.7
Pride,2023,73700.0,1.3,petrol,MANUAL,intact,silver,1,254.4
Rana,2005,389100.0,1.6,petrol,automatic,accident_repaired,grey,4,98.3
Toyota Corolla,2005,362500.0,1.8,petrol,manual,minor_paint,white,2,977.4
Hyundai Accent,2023,21600.0,1.6,petrol,manual,minor_paint,red,3,1976.2
Hyundai Accent,2010,264200.0,1.6,petrol,manual,,blue,2,857.0
Pride,2011,248600.0,1.3,petrol,automatic,intact,white,1,111.2
Peugeot 206,2007,368100.0,1.4,petrol,manual,intact,grey,4,172.1
Shahin,2023,60000.0,1.5,petrol,manual,intact,black,1,897.4
Peugeot 206,2016,171400.0,1.4,petrol,manual,intact,white,2,423.8
Tiba,2010,291400.0,1.5,petrol,AUTOMATIC,minor_paint,white,1,113.9
Shahin,2010,313800.0,1.5,petrol,automatic,accident_repaired,white,1,300.8
Toyota Corolla,2007,336000.0,1.8,petrol,manual,major_paint,white,4,757.8
Pride,2020,115000.0,1.3,petrol,automatic,minor_paint,silver,5,175.7
Hyundai Accent,2009,306900.0,1.6,petrol,AUTOMATIC,accident_repaired,silver,5,628.2
Toyota Corolla,2024,35500.0,1.8,petrol,manual,intact,white,3,2730.0
Pride,2007,,1.3,petrol,manual,intact,black,2,73.0
Peugeot Pars,2007,315300.0,1.8,petrol,automatic,major_paint,silver,1,190.1
Toyota Corolla,2014,246200.0,1.8,petrol_lpg,automatic,accident_repaired,white,1,1169.0
Tiba,2020,127200.0,1.5,petrol,manual,minor_paint,black,2,240.9
Rana,2015,149800.0,1.6,petrol,manual,major_paint,silver,5,258.9
Shahin,2025,53800.0,1.5,petrol,MANUAL,minor_paint,blue,3,782.3
Tiba,2025,27400.0,1.5,petrol_lpg,manual,minor_paint,blue,5,335.2
Samand,2014,245900.0,1.8,petrol,manual,minor_paint,white,5,216.0
Toyota Corolla,2017,136700.0,1.8,petrol,automatic,intact,white,1,2323.7
Samand,2009,272800.0,1.8,petrol,manual,minor_paint,black,3,175.8
Rana,2023,60400.0,1.6,petrol,manual,intact,black,2,622.5
Peugeot 206,2021,96300.0,1.4,petrol,MANUAL,accident_repaired,grey,1,324.8
Quik,2013,280100.0,1.5,petrol_lpg,manual,intact, red ,1,170.0
Kia Cerato,2006,403600.0,2.0,petrol,MANUAL,intact,silver,3,763.7
Dena,2011,257500.0,1.7,petrol_lpg,manual,intact,white,5,335.5
Kia Cerato,2011,284800.0,2.0,petrol_lpg,manual,intact,black,3,1074.3
Kia Cerato,2017,139300.0,2.0,petrol,manual,intact,white,5,1650.1
Rana,2014,231500.0,1.6,petrol,manual,intact,red,4,251.7
Kia Cerato,2011,284000.0,2.0,petrol,automatic,minor_paint,black,4,1084.4
Peugeot 206,2016,,1.4,petrol,automatic,major_paint,silver,5,291.4
Peugeot Pars,2017,160400.0,1.8,petrol_lpg,manual,intact,grey,2,388.2
Samand,2014,195900.0,1.8,petrol_lpg,manual,accident_repaired,grey,5,186.9
Quik,2024,28900.0,1.5,petrol,manual,intact,silver,3,409.3
Peugeot Pars,2023,61700.0,1.8,petrol,manual,minor_paint,silver,2,460.0
Pride,2015,161900.0,1.3,petrol_lpg,manual,intact,blue,4,117.2
Samand,2023,45500.0,1.8,petrol,manual,major_paint,white,3,358.7
Shahin,2024,51400.0,1.5,petrol,manual,minor_paint,black,4,846.3
Tiba,2009,294800.0,1.5,petrol,manual,intact,red,3,114.5
Peugeot 206,2013,252400.0,1.4,petrol_lpg,manual,minor_paint,silver,3,250.5
Toyota Corolla,2023,92800.0,1.8,petrol,manual,,black,2,2277.2
Pride,2017,186000.0,1.3,petrol_lpg,manual,minor_paint,red,1,129.5
Quik,2010,279900.0,1.5,petrol_lpg,automatic,intact,silver,4,167.7
Peugeot 206,2010,281700.0,1.4,petrol,manual,minor_paint,silver,3,172.7
Shahin,2025,15500.0,1.5,petrol,manual,minor_paint,silver,2,802.6
Dena,2021,100900.0,1.7,petrol,manual,minor_paint,black,1,615.8
Peugeot 206,2021,83700.0,1.4,petrol_lpg,manual,,black,1,499.0
Kia Cerato,2014,242100.0,2.0,petrol,manual,intact,black,4,1278.1
Kia Cerato,2006,,2.0,petrol_lpg,automatic,accident_repaired,white,2,634.3
Dena,2014,212400.0,1.7,petrol,manual,minor_paint,silver,5,373.9
Quik,2022,89400.0,1.5,petrol,manual,intact,blue,1,427.6
Tiba,2007,348500.0,1.5,petrol,manual,intact,black,3,98.8
Dena,2020,126800.0,1.7,petrol,automatic,minor_paint,black,2,580.8
Quik,2006,,1.5,petrol,automatic,intact,white,1,148.5
Shahin,2019,127000.0,1.5,petrol,automatic,major_paint,red,1,512.7
Peugeot Pars,2008,306400.0,1.8,petrol,manual,accident_repaired,white,3,153.3
Peugeot 206,2009,317700000.0,1.4,petrol_lpg,manual,intact,black,2,222.1
Samand,2022,69400.0,1.8,petrol_lpg,manual,minor_paint,white,2,368.5
Quik,2015,262900.0,1.5,petrol,automatic,intact,silver,4,253.4
Rana,2019,107400.0,1.6,petrol,manual,intact,silver,2,431.1
Hyundai Accent,2014,231300000.0,1.6,petrol,manual,accident_repaired,black,1,709.6
Samand,2011,280000.0,1.8,petrol_lpg,manual,intact,blue,5,177.3
Dena,2017,206300.0,1.7,petrol,manual,minor_paint,red,5,391.2
Peugeot 206,2017,153400.0,1.4,petrol_lpg,manual,minor_paint,white,1,394.0
Kia Cerato,2021,106000.0,2.0,petrol,manual,intact,silver,2,1794.8
Peugeot Pars,2024,55400.0,1.8,petrol,manual,major_paint,white,5,540.7
Shahin,2020,63100.0,1.5,petrol,manual,intact,white,3,691.2
Samand,2024,53000.0,1.8,petrol,manual,intact,white,1,574.0
Rana,2005,377600.0,1.6,petrol_lpg,automatic,accident_repaired, white ,1,105.4
Peugeot 206,2018,121300.0,1.4,petrol,manual,major_paint,silver,5,310.6
Rana,2018,184000.0,1.6,petrol,manual,intact,black,2,422.9
Toyota Corolla,2010,281900.0,1.8,petrol,manual,minor_paint, white ,3,1112.9
Kia Cerato,2018,134900.0,2.0,petrol,manual,intact,silver,1,1711.5
Toyota Corolla,2006,339600.0,1.8,petrol_lpg,manual,intact,white,4,1051.5
Dena,2020,126800.0,1.7,petrol,automatic,minor_paint,black,2,580.8
Peugeot Pars,2022,,1.8,petrol,manual,minor_paint,white,4,501.6
Kia Cerato,2015,218200.0,2.0,petrol_lpg,manual,minor_paint,black,5,1119.2
Shahin,2016,182600.0,1.5,petrol,automatic,minor_paint,red,2,549.4
Samand,2026,10200.0,1.8,petrol_lpg,manual,intact,white,1,650.2
Peugeot 206,2017,223000.0,1.4,petrol,MANUAL,intact,white,4,365.6
Pride,2024,78400000.0,1.3,petrol,manual,major_paint,black,3,197.3
Quik,2009,292200.0,1.5,petrol,manual,minor_paint,grey,3,136.9
Kia Cerato,2016,201300.0,2.0,petrol,manual,accident_repaired,blue,5,857.1
Kia Cerato,2023,50900.0,2.0,petrol_lpg,MANUAL,major_paint,silver,2,1668.0
Hyundai Accent,2020,46700.0,1.6,petrol,automatic,intact,black,5,1864.6
Shahin,2017,185800.0,1.5,petrol,manual,intact,silver,1,499.7
Dena,2016,190200.0,1.7,petrol_lpg,MANUAL,intact,red,2,441.1
Peugeot Pars,2016,144500.0,1.8,petrol_lpg,manual,intact,silver,5,350.8
Quik,2026,0.0,1.5,petrol,automatic,intact,silver,2,604.5
Rana,2017,205800.0,1.6,petrol,manual,minor_paint,white,2,328.1
Peugeot 206,2026,39400.0,1.4,petrol,manual,minor_paint,blue,4,560.9
Samand,2026,39600.0,1.8,petrol_lpg,manual,intact,silver,3,639.6
Hyundai Accent,2024,20800.0,1.6,petrol_lpg,manual,intact, grey ,1,1988.0
Peugeot Pars,2005,371900.0,1.8,petrol,manual,minor_paint,white,2,173.8
Hyundai Accent,2015,220400000.0,1.6,petrol,automatic,accident_repaired,black,2,821.2
Samand,2009,309200.0,1.8,petrol_lpg,AUTOMATIC,major_paint,silver,1,153.9
Quik,2010,293000.0,1.5,petrol,manual,intact,white,4,154.5
Quik,2013,,1.5,petrol,automatic,intact,grey,3,209.6
Hyundai Accent,2007,350800.0,1.6,petrol,manual,accident_repaired,blue,2,484.3
Quik,2006,360300.0,1.5,petrol,manual,minor_paint,white,5,101.6
Dena,2020,119400.0,1.7,petrol_lpg,manual,intact,grey,3,669.9
Toyota Corolla,2015,170500.0,1.8,petrol,MANUAL,intact,white,4,1862.6
Rana,2014,195800.0,1.6,petrol,automatic,minor_paint,white,5,310.1
Toyota Corolla,2008,308300.0,1.8,petrol,automatic,minor_paint, white ,4,1245.3
Samand,2006,355700.0,1.8,petrol,manual,intact,grey,4,139.4
Quik,2016,182400.0,1.5,petrol,manual,,blue,3,172.6
Tiba,2013,292800.0,1.5,petrol_lpg,MANUAL,, silver ,3,130.9
Pride,2021,117200.0,1.3,petrol,MANUAL,accident_repaired,white,2,154.1
Rana,2017,129000.0,1.6,petrol,manual,minor_paint,grey,2,399.0
Toyota Corolla,2022,104900.0,1.8,petrol,manual,intact,silver,4,2194.5
Dena,2012,274500.0,1.7,petrol,manual,minor_paint,silver,4,284.9
Quik,2016,182600.0,1.5,petrol_lpg,manual,intact,red,3,218.2
Rana,2020,140700.0,1.6,petrol,automatic,intact,blue,3,538.2
Toyota Corolla,2009,315200.0,1.8,petrol,manual,intact,silver,1,1344.2
Dena,2016,201800.0,1.7,petrol,manual,intact,white,3,488.1
Hyundai Accent,2015,,1.6,petrol,manual,intact,black,1,1303.1
Kia Cerato,2026,40700.0,2.0,petrol,manual,minor_paint,silver,4,2245.1
Toyota Corolla,2016,189900.0,1.8,petrol,manual,minor_paint,red,4,1621.2
Rana,2011,265000.0,1.6,petrol,manual,minor_paint,silver,5,205.4
Toyota Corolla,2009,315100.0,1.8,petrol,manual,major_paint,white,5,885.8
Toyota Corolla,2006,327500.0,1.8,petrol,manual,accident_repaired,silver,1,693.2
Peugeot Pars,2009,325600.0,1.8,petrol,automatic,intact,white,3,273.7
Peugeot Pars,2019,167700.0,1.8,petrol,automatic,intact,silver,4,524.5
Shahin,2008,334500.0,1.5,petrol,manual,intact,silver,2,308.1
Peugeot 206,2023,19500.0,1.4,petrol,MANUAL,intact,black,4,555.0
Peugeot 206,2013,244600.0,1.4,petrol_lpg,manual,accident_repaired,black,2,180.2
Dena,2015,195800.0,1.7,petrol,manual,major_paint,black,4,366.7
Peugeot Pars,2005,388700.0,1.8,petrol,manual,minor_paint,silver,2,150.7
Quik,2006,384700.0,1.5,petrol,manual,intact,silver,1,105.5
Kia Cerato,2024,16100.0,2.0,petrol,manual,minor_paint,red,1,2026.5
Peugeot Pars,2008,311100.0,1.8,petrol_lpg,automatic,intact,silver,3,226.5
Samand,2016,223800.0,1.8,petrol,manual,accident_repaired,white,4,222.1
Peugeot 206,2020,139100000.0,1.4,petrol_lpg,manual,minor_paint,red,5,347.5
Peugeot Pars,2020,107600.0,1.8,petrol,manual,intact,black,4,482.9
Quik,2022,72300.0,1.5,petrol,automatic,major_paint,red,5,230.9
Quik,2012,186100.0,1.5,petrol,automatic,intact,red,2,229.7
Quik,2021,57300.0,1.5,petrol_lpg,manual,,red,3,279.7
Toyota Corolla,2011,263000.0,1.8,petrol,manual,intact,silver,5,1251.7
Rana,2005,329200.0,1.6,petrol,manual,intact,grey,2,185.4
Samand,2009,311100.0,1.8,petrol_lpg,automatic,intact,silver,1,201.3
Peugeot Pars,2017,172600.0,1.8,petrol,manual,intact,blue,3,397.7
Kia Cerato,2020,84000.0,2.0,petrol,manual,intact,blue,2,2046.7
Samand,2010,266800.0,1.8,petrol,manual,major_paint,black,2,174.6
Samand,2017,120900.0,1.8,petrol,manual,intact,white,4,338.7
Peugeot Pars,2008,327800.0,1.8,petrol_lpg,manual,intact, silver ,2,202.4
Quik,2006,376700.0,1.5,petrol,manual,major_paint,red,5,90.3
Shahin,2025,0.0,1.5,petrol,automatic,intact,silver,5,1100.4
Peugeot Pars,2021,100900.0,1.8,petrol,manual,minor_paint,white,2,500.9
Tiba,2023,55000.0,1.5,petrol,automatic,intact,grey,5,359.2
Tiba,2013,249900.0,1.5,petrol,MANUAL,intact, white ,3,150.7
Shahin,2023,23100.0,1.5,petrol_lpg,automatic,minor_paint,red,5,806.4
Pride,2025,26100.0,1.3,petrol,manual,intact,silver,4,291.6
Hyundai Accent,2020,111800.0,1.6,petrol,manual,,silver,3,1565.2
Peugeot 206,2025,6000.0,1.4,petrol_lpg,manual,intact,silver,1,755.9
Hyundai Accent,2019,129900.0,1.6,petrol,automatic,accident_repaired,silver,1,1140.1
Kia Cerato,2010,281800.0,2.0,petrol,automatic,minor_paint,white,2,1146.3
Tiba,2016,177200.0,1.5,petrol_lpg,automatic,major_paint,silver,1,169.5
Samand,2026,5200.0,1.8,petrol,manual,intact,grey,1,726.6
Rana,2012,221000.0,1.6,petrol_lpg,manual,major_paint,white,4,208.6
Dena,2019,98000.0,1.7,petrol_lpg,manual,minor_paint, red ,1,525.5
Peugeot 206,2012,256300.0,1.4,petrol,manual,intact,white,5,224.1
Tiba,2008,,1.5,petrol_lpg,manual,major_paint,silver,1,68.9
Kia Cerato,2017,150900.0,2.0,petrol,manual,accident_repaired,blue,1,959.5
Rana,2024,43300.0,1.6,petrol,manual,intact,white,2,624.8
Rana,2019,149000.0,1.6,petrol,MANUAL,intact,white,3,467.1
Tiba,2026,18300.0,1.5,petrol,manual,intact,grey,2,393.4
Peugeot Pars,2006,329600.0,1.8,petrol_lpg,manual,minor_paint, white ,5,157.0
Rana,2009,385900.0,1.6,petrol_lpg,automatic,intact,white,2,213.6
Pride,2017,210900.0,1.3,petrol,manual,intact,white,4,132.6
Kia Cerato,2016,174400.0,2.0,petrol_lpg,automatic,minor_paint,blue,3,1348.7
Dena,2006,,1.7,petrol,manual,major_paint,blue,3,166.7
Tiba,2023,34800.0,1.5,petrol,automatic,intact,white,2,381.0
Toyota Corolla,2011,266100.0,1.8,petrol,automatic,intact,white,3,1257.8
Quik,2019,126200.0,1.5,petrol,manual,minor_paint,white,2,314.3
Samand,2025,15600.0,1.8,petrol,manual,minor_paint,white,1,588.3
Shahin,2009,315600.0,1.5,petrol,manual,intact, silver ,3,341.6
Shahin,2022,71100.0,1.5,petrol,manual,accident_repaired,silver,3,533.0
Toyota Corolla,2021,95700.0,1.8,petrol,manual,minor_paint,red,3,1912.5
Shahin,2013,183600.0,1.5,petrol,manual,accident_repaired,grey,2,337.0
Shahin,2013,221400.0,1.5,petrol,manual,intact,grey,4,473.7
Toyota Corolla,2014,178000.0,1.8,petrol,automatic,major_paint,silver,4,1501.6
Quik,2008,347400.0,1.5,petrol,manual,,black,2,130.4
Quik,2016,187400.0,1.5,petrol,manual,major_paint,white,4,197.1
Dena,2025,0.0,1.7,petrol,manual,minor_paint,grey,5,874.6
Quik,2009,335300.0,1.5,petrol_lpg,manual,major_paint, white ,3,103.3
Peugeot 206,2024,45700.0,1.4,petrol,manual,minor_paint,white,3,534.3
Shahin,2018,129700.0,1.5,petrol_lpg,manual,major_paint,white,3,482.3
Shahin,2006,383800.0,1.5,petrol_lpg,MANUAL,intact,black,4,254.6
Kia Cerato,2025,39200.0,2.0,petrol,automatic,intact,white,2,2977.1
Pride,2015,229400.0,1.3,petrol_lpg,automatic,,silver,1,148.2
Hyundai Accent,2010,279000.0,1.6,petrol,automatic,minor_paint,grey,1,986.3
Peugeot Pars,2021,106600.0,1.8,petrol_lpg,automatic,minor_paint,grey,4,533.9
Kia Cerato,2008,360100.0,2.0,petrol,manual,minor_paint,white,3,834.4
Peugeot 206,2021,,1.4,petrol,manual,major_paint,blue,2,387.7
Peugeot Pars,2020,125100.0,1.8,petrol,manual,intact,grey,3,462.3
Quik,2008,355500.0,1.5,petrol,manual,minor_paint,white,3,127.2
Dena,2016,169100.0,1.7,petrol,AUTOMATIC,minor_paint,silver,5,434.1
Toyota Corolla,2014,200100.0,1.8,petrol_lpg,manual,minor_paint,white,1,1619.4
Kia Cerato,2005,367500.0,2.0,petrol,manual,minor_paint,red,1,802.0
Hyundai Accent,2008,330900.0,1.6,petrol,manual,minor_paint,black,2,701.6
Samand,2009,296400.0,1.8,petrol_lpg,MANUAL,intact,black,2,168.3
Quik,2007,315700.0,1.5,petrol,manual,minor_paint,silver,4,105.8
Kia Cerato,2017,152200000.0,2.0,petrol,manual,intact,silver,4,1447.5
Peugeot 206,2008,344500.0,1.4,petrol,automatic,major_paint,red,2,161.7
Peugeot Pars,2014,207700.0,1.8,petrol,manual,intact,black,3,355.9
Quik,2023,86700.0,1.5,petrol,manual,intact,white,2,405.5
Tiba,2017,134700.0,1.5,petrol,manual,intact,silver,2,219.2
Quik,2025,49600.0,1.5,petrol,manual,minor_paint,black,5,360.1
Toyota Corolla,2014,255700.0,1.8,petrol,automatic,minor_paint,black,1,1713.3
Shahin,2016,176700.0,1.5,petrol_lpg,manual,minor_paint,white,1,527.2
Toyota Corolla,2013,319200.0,1.8,petrol,automatic,intact,white,5,1474.1
Shahin,2011,231700.0,1.5,petrol,automatic,intact, white ,5,424.8
Dena,2022,,1.7,petrol,manual,minor_paint,blue,2,675.4
Tiba,2010,242300.0,1.5,petrol,manual,major_paint,blue,1,88.6
Shahin,2026,0.0,1.5,petrol,manual,intact,black,1,959.0
Dena,2005,362900.0,1.7,petrol_lpg,automatic,major_paint,white,1,205.2
Rana,2019,125100.0,1.6,petrol,manual,minor_paint,white,2,399.8
Tiba,2020,136600.0,1.5,petrol,MANUAL,intact,grey,3,267.9
Tiba,2007,338300.0,1.5,petrol,automatic,minor_paint, black ,3,103.5
Peugeot 206,2008,319100.0,1.4,petrol,automatic,minor_paint,red,2,220.4
Samand,2021,139500.0,1.8,petrol,manual,major_paint,black,5,334.8
Dena,2009,347100.0,1.7,petrol,manual,major_paint,grey,5,179.1
Rana,2022,80000.0,1.6,petrol,MANUAL,intact,silver,5,447.1
Hyundai Accent,2010,268500.0,1.6,petrol_lpg,manual,major_paint,white,2,710.7
Pride,2005,368300.0,1.3,petrol,manual,major_paint,white,5,60.0
Kia Cerato,2018,,2.0,petrol,automatic,intact,black,4,1724.1
Peugeot Pars,2018,144300.0,1.8,petrol,manual,major_paint,red,3,335.9
Pride,2022,84500.0,1.3,petrol,manual,minor_paint,grey,5,193.8
Peugeot Pars,2024,37300.0,1.8,petrol_lpg,manual,minor_paint,silver,5,569.3
Samand,2005,390400.0,1.8,petrol,manual,intact,red,4,112.8
Toyota Corolla,2009,291600.0,1.8,petrol,manual,intact,black,4,1431.8
Samand,2012,242800.0,1.8,petrol,manual,intact,grey,1,223.8
Peugeot Pars,2005,436500.0,1.8,petrol,manual,minor_paint,white,2,145.7
Peugeot 206,2024,61400.0,1.4,petrol,manual,accident_repaired,black,5,365.5
Pride,2014,183300000.0,1.3,petrol,manual,intact,black,2,136.3
Quik,2022,70000.0,1.5,petrol_lpg,automatic,minor_paint,white,2,365.3
Hyundai Accent,2008,363400.0,1.6,petrol,manual,minor_paint,black,1,717.7
Toyota Corolla,2022,85500.0,1.8,petrol,manual,major_paint,white,2,2048.2
Dena,2017,,1.7,petrol_lpg,automatic,minor_paint,blue,1,543.1
Peugeot 206,2005,405500.0,1.4,petrol,automatic,intact,silver,5,132.1
Pride,2025,39800.0,1.3,petrol,manual,intact,blue,1,274.8
Kia Cerato,2005,344000.0,2.0,petrol,manual,major_paint,black,5,632.2
Shahin,2023,70900.0,1.5,petrol,manual,intact,silver,5,857.2
Pride,2026,0.0,1.3,petrol,automatic,major_paint,silver,4,278.0
Shahin,2019,132200.0,1.5,petrol_lpg,manual,major_paint, blue ,4,456.6
Peugeot 206,2010,290900.0,1.4,petrol,manual,accident_repaired,white,3,156.0
Peugeot 206,2012,282700.0,1.4,petrol,automatic,minor_paint,black,3,268.4
Peugeot Pars,2006,346100.0,1.8,petrol,automatic,intact,black,5,208.3
Quik,2007,356700.0,1.5,petrol,manual,major_paint,blue,5,93.1
Tiba,2019,126500.0,1.5,petrol,manual,intact,grey,5,208.7
